,id,type,address,number,postal_code,municipality,province,location,public,available,hours,Full_Address,Lat,Lon,WT_3m1p5
3359,4350.0,,Schouwburgplein ,14.0,8500.0,Kortrijk,West-Vlaanderen,glvl-bemande vestiaire rechts,,,,"Schouwburgplein ,14.0,West-Vlaanderen,Belgium",50.82617200000001,3.2657501,
3360,4351.0,,Moorseelsestraat,144.0,8501.0,Heule,West-Vlaanderen,glvl tov secretariaat,,,,"Moorseelsestraat,144.0,West-Vlaanderen,Belgium",50.8317359,3.2466343,
3361,4352.0,,Olympiadeplein ,1.0,8510.0,MarkeKortrijk),West-Vlaanderen,glvl-tov secretariaat,,,,"Olympiadeplein ,1.0,West-Vlaanderen,Belgium",50.8027029,3.22201,
3362,4353.0,,Heulsestraat,82.0,8501.0,Bissegem,West-Vlaanderen,glvl - thv secretariaat,,,,"Heulsestraat,82.0,West-Vlaanderen,Belgium",50.82874,3.2295,
3363,4354.0,,Rollegemkerkstraat ,67.0,8510.0,Rollegem,West-Vlaanderen,glvl-nst inkomdeur secretari,,,,"Rollegemkerkstraat ,67.0,West-Vlaanderen,Belgium",50.7670038,3.2576805,
3364,4355.0,,Jakob Vandervaetstraat,77.0,8500.0,Kortrijk,West-Vlaanderen,glvl EHBO lokaal,,,,"Jakob Vandervaetstraat,77.0,West-Vlaanderen,Belgium",50.8360399,3.2546024,
3365,4356.0,,Minister de Tayelaan,8.0,8500.0,Kortrijk,West-Vlaanderen,glvl inkom-lokaal EHBO,,,,"Minister de Tayelaan,8.0,West-Vlaanderen,Belgium",50.8234734,3.2886926,
3366,4357.0,,Moeskroensesteenweg ,136.0,8511.0,Aalbeke,West-Vlaanderen,glvl-inkomhal,,,,"Moeskroensesteenweg ,136.0,West-Vlaanderen,Belgium",50.7756898,3.2275515,
3367,4358.0,,Stadionstraat ,,8510.0,Bellegem,West-Vlaanderen,glvl - inkomhal kleedkamers,,,,"Stadionstraat ,,West-Vlaanderen,Belgium",51.1265821,3.0118102,
3368,4359.0,,Vlaswaagplein ,3.0,8501.0,Bissegem,West-Vlaanderen,glvl-inkom halfoyer-links cafetari,,,,"Vlaswaagplein ,3.0,West-Vlaanderen,Belgium",50.8247493,3.2248476,
3369,4360.0,,Hellestraat,6.0,8510.0,MarkeKortrijk),West-Vlaanderen,glvl-inkomhal foyer-nst publiekspc,,,,"Hellestraat,6.0,West-Vlaanderen,Belgium",51.0536024,3.1457942,
3370,4361.0,,Aalbekeplaats ,,8511.0,Aalbeke,West-Vlaanderen,glvl-nst inkomdeur secretariaat,,,,"Aalbekeplaats ,,West-Vlaanderen,Belgium",50.7788154,3.2299183,
3371,4362.0,,Lagaeplein,24.0,8501.0,Heule,West-Vlaanderen,glvl-inkomhal foyer-nst publiekspc,,,,"Lagaeplein,24.0,West-Vlaanderen,Belgium",50.84439,3.23609,
3372,4363.0,,Processiestraat ,6.0,8510.0,Bellegem,West-Vlaanderen,glvl-inkomhal foyer-nst pc,,,,"Processiestraat ,6.0,West-Vlaanderen,Belgium",50.8868562,3.4269623,
3420,4417.0,,Diestsesteenweg,52.0,3010.0,Kessel-Lo,Vlaams-Brabant,vergaderzaal,,,,"Diestsesteenweg,52.0,Vlaams-Brabant,Belgium",50.8884146,4.7541206,
3431,4427.0,,Mgr. Ladeuzeplein ,21.0,3000.0,Leuven,Vlaams-Brabant,EHBO-lokaal,,,,"Mgr. Ladeuzeplein ,21.0,Vlaams-Brabant,Belgium",50.8782258,4.7069755,
3432,4428.0,,Celestijnenlaan ,200.0,3001.0,Heverlee,Vlaams-Brabant,"inkomhal, glvl",,,,"Celestijnenlaan ,200.0,Vlaams-Brabant,Belgium",50.8678226,4.6782848,
3433,4429.0,,Herestraat,49.0,3000.0,Leuven,Vlaams-Brabant,"glvl, naast Alma",,,,"Herestraat,49.0,Vlaams-Brabant,Belgium",50.8356873,4.9786374,
3434,4430.0,,E. Van Evenstraat,4.0,3000.0,Leuven,Vlaams-Brabant,"receptie, glvl",,,,"E. Van Evenstraat,4.0,Vlaams-Brabant,Belgium",50.8742353,4.7038959,
3435,4431.0,,Tiensestraat ,41.0,3000.0,Leuven,Vlaams-Brabant,"links inkomhal, glvl",,,,"Tiensestraat ,41.0,Vlaams-Brabant,Belgium",50.8758104,4.7080615,
3436,4432.0,,Dekenstraat ,4.0,3000.0,Leuven,Vlaams-Brabant,"lokaal printer, glvl",,,,"Dekenstraat ,4.0,Vlaams-Brabant,Belgium",50.8735568,4.7095986,
3437,4433.0,,Charles Deberiotstraat ,24.0,3000.0,Leuven,Vlaams-Brabant,"achter balie, ingang",,,,"Charles Deberiotstraat ,24.0,Vlaams-Brabant,Belgium",50.8760688,4.7028571,
3640,4654.0,,Schupstraat ,9.0,2018.0,Antwerpen,Antwerpen,"blok B,2° verdoffice",,,,"Schupstraat ,9.0,Antwerpen,Belgium",51.2144535,4.4182995,
3641,4655.0,,Schupstraat ,9.0,2018.0,Antwerpen,Antwerpen,"blok +C,2° verdfactory",,,,"Schupstraat ,9.0,Antwerpen,Belgium",51.2144535,4.4182995,
3645,4659.0,,Interleuvenlaan ,15.0,3001.0,Heverlee,Vlaams-Brabant,"receptie,1° verd",,,,"Interleuvenlaan ,15.0,Vlaams-Brabant,Belgium",50.8507187,4.7303674,
3723,4740.0,,Middelheimlaan,1.0,2020.0,Antwerpen,Antwerpen,Gebouw A - receptie,,,,"Middelheimlaan,1.0,Antwerpen,Belgium",51.183026,4.4156146,
3744,4766.0,,Hanzestedenplaats ,1.0,2000.0,Antwerpen,Antwerpen,glvl hoofdinkom achter balie,,,,"Hanzestedenplaats ,1.0,Antwerpen,Belgium",51.2287034,4.4051899,
3829,4851.0,,Naamsestraat ,22.0,3000.0,Leuven,Vlaams-Brabant,"glvl,aan trap lokaal tgo univhall",,,,"Naamsestraat ,22.0,Vlaams-Brabant,Belgium",50.8740043,4.6999359,
3843,4865.0,,Noorderlaan ,147.0,2030.0,Antwerpen,Antwerpen,"Atlantic House-6°verd,recept",,,,"Noorderlaan ,147.0,Antwerpen,Belgium",51.2697864,4.3766281,
3962,4991.0,,Albert Dejonghestraat ,2.0,3010.0,Kessel-Lo,Vlaams-Brabant,clubhouse,,,,"Albert Dejonghestraat ,2.0,Vlaams-Brabant,Belgium",50.876535,4.7290935,
4018,5059.0,,Molenstraat,8.0,2018.0,Antwerpen,Antwerpen,inkomhal,,,,"Molenstraat,8.0,Antwerpen,Belgium",51.20689,4.40719,
4026,5067.0,,Zeedijk ,,8400.0,Oostende,West-Vlaanderen,ingang aan receptie,,,,"Zeedijk ,,West-Vlaanderen,Belgium",51.1981,2.83823,
4038,5080.0,,Diestsestraat,67.0,3000.0,Leuven,Vlaams-Brabant,klantendienst 1ste verdiep,,,,"Diestsestraat,67.0,Vlaams-Brabant,Belgium",50.8809284,4.7079406,
4039,5081.0,,Meir ,80.0,2000.0,Antwerpen,Antwerpen,klantendienst 1ste verdiep,,,,"Meir ,80.0,Antwerpen,Belgium",51.2180888,4.4091154,
4041,5083.0,,Kapellestraat ,18.0,8400.0,Oostende,West-Vlaanderen,klantendienst 2de verdiep,,,,"Kapellestraat ,18.0,West-Vlaanderen,Belgium",51.0536024,3.1457942,
4101,5147.0,,Hertogstraat ,184.0,3001.0,Heverlee,Vlaams-Brabant,verzorgingslokaal centr in Kwarti,,,,"Hertogstraat ,184.0,Vlaams-Brabant,Belgium",50.8565175,4.7033118,
4137,5188.0,,3de & 23ste Linieregimentsplein,,8400.0,Oostende,West-Vlaanderen,,,,,"3de & 23ste Linieregimentsplein,,West-Vlaanderen,Belgium",51.2240195,2.9250188,
4161,5213.0,,Houtdok-Noordkaai ,25.0,2030.0,Antwerpen,Antwerpen,"2de verd,links van lift",,,,"Houtdok-Noordkaai ,25.0,Antwerpen,Belgium",51.2374637,4.4135264,
4165,5217.0,,Technologielaan ,15.0,3001.0,Heverlee,Vlaams-Brabant,"gebouw C,glvl,gang nst EHBOloka",,,,"Technologielaan ,15.0,Vlaams-Brabant,Belgium",51.0140614,4.3173399,
4264,5318.0,,Schupstraat,9.0,2018.0,Antwerpen,Antwerpen,"blok B, 10° verdiepingoffice",,,,"Schupstraat,9.0,Antwerpen,Belgium",51.2144535,4.4182995,
4269,5324.0,,Klipperstraat ,15.0,2030.0,Antwerpen,Antwerpen,5° verd - hangt achter de balie,,,,"Klipperstraat ,15.0,Antwerpen,Belgium",51.2433567,4.424442,
4295,5351.0,,Blancefloerlaan ,181.0,2050.0,Antwerpen,Antwerpen,inkomhal,,,,"Blancefloerlaan ,181.0,Antwerpen,Belgium",51.2199623,4.3640774,
4312,5368.0,,Jan Van Rijswijcklaan,184.0,2020.0,Antwerpen,Antwerpen,mobiel toestel Events,,,,"Jan Van Rijswijcklaan,184.0,Antwerpen,Belgium",51.1911166,4.3982918,
4313,5369.0,,Jan Van Rijswijcklaan ,184.0,2020.0,Antwerpen,Antwerpen,mobiel toestel Events,,,,"Jan Van Rijswijcklaan ,184.0,Antwerpen,Belgium",51.1911166,4.3982918,
4314,5370.0,,Jan Van Rijswijcklaan ,162.0,2020.0,Antwerpen,Antwerpen,"glvl,keuken acht onthaal",,,,"Jan Van Rijswijcklaan ,162.0,Antwerpen,Belgium",51.1911166,4.3982918,
4315,5371.0,,Jan Van Rijswijcklaan 1,184.0,2020.0,Antwerpen,Antwerpen,"1° verd,kantoor landscha",,,,"Jan Van Rijswijcklaan 1,184.0,Antwerpen,Belgium",51.1911166,4.3982918,
4341,5403.0,,Kapeldreef ,,3001.0,Heverlee,Vlaams-Brabant,"Imec 1,glvl,inkomhal",,,,"Kapeldreef ,,Vlaams-Brabant,Belgium",50.8622144,4.6712046,
4342,5404.0,,Kapeldreef,,3001.0,Heverlee,Vlaams-Brabant,,,,,"Kapeldreef,,Vlaams-Brabant,Belgium",50.8622144,4.6712046,
4343,5405.0,,Kapeldreef ,,3001.0,Heverlee,Vlaams-Brabant,"Imec 5- 1ste verd, JAVA corner",,,,"Kapeldreef ,,Vlaams-Brabant,Belgium",50.8622144,4.6712046,
4346,5408.0,,Benzineweg,11.0,2020.0,Antwerpen,Antwerpen,nst inkom refter fabriek,,,,"Benzineweg,11.0,Antwerpen,Belgium",51.1966858,4.3495278,
4353,5419.0,,Kielsbroek,29.0,2020.0,Antwerpen,Antwerpen,"glvl,in bureelruimte v expeditiehal",,,,"Kielsbroek,29.0,Antwerpen,Belgium",51.1966325,4.371067,
4360,5426.0,,Romeinse straat ,14.0,3001.0,Heverlee,Vlaams-Brabant,"EHBO lokaal,glvl,kantoorgebouw",,,,"Romeinse straat ,14.0,Vlaams-Brabant,Belgium",50.846042,4.7373408,
4362,5428.0,,Godefriduskaai ,18.0,2000.0,Antwerpen,Antwerpen,aan de toiletten,,,,"Godefriduskaai ,18.0,Antwerpen,Belgium",51.2281377,4.4084745,
4366,5433.0,,Geldenaaksebaan ,464.0,3001.0,Leuven,Vlaams-Brabant,hoofdingangreceptieglvl,,,,"Geldenaaksebaan ,464.0,Vlaams-Brabant,Belgium",50.8561309,4.7193272,
4410,5478.0,,Sint-Maartensdal ,4.0,3000.0,Leuven,Vlaams-Brabant,"via JP Minckelersstr,onthaal",,,,"Sint-Maartensdal ,4.0,Vlaams-Brabant,Belgium",50.8828083,4.7052459,
4458,5528.0,,Jan van Gentstraat ,7.0,2000.0,Antwerpen,Antwerpen,"rechts v inkomhal,kanto",,,,"Jan van Gentstraat ,7.0,Antwerpen,Belgium",51.2054316,4.3876582,
4578,5657.0,,Jan Van Gentstraat,1.0,2018.0,Antwerpen,Antwerpen,5de verdieping aan liftkoker,,,,"Jan Van Gentstraat,1.0,Antwerpen,Belgium",51.2054316,4.3876582,
4579,5658.0,,Jan van Gentstraat,7.0,2018.0,Antwerpen,Antwerpen,verdieping -2 aan liftkoker,,,,"Jan van Gentstraat,7.0,Antwerpen,Belgium",51.2054316,4.3876582,
4603,5691.0,,Beekstraat,21.0,8500.0,Kortrijk,West-Vlaanderen,,,,,"Beekstraat,21.0,West-Vlaanderen,Belgium",50.926826,2.9031229,
4613,5701.0,,Vlaamse Kaai ,76.0,2000.0,Antwerpen,Antwerpen,,,,,"Vlaamse Kaai ,76.0,Antwerpen,Belgium",51.209675,4.3906073,
4638,5726.0,,Minister de Taeyelaan ,13.0,8500.0,Kortrijk,West-Vlaanderen,,,,,"Minister de Taeyelaan ,13.0,West-Vlaanderen,Belgium",50.8234734,3.2886926,
4660,5747.0,,Smordelsplein,5.0,3000.0,Leuven,Vlaams-Brabant,,,,,"Smordelsplein,5.0,Vlaams-Brabant,Belgium",50.8815434,4.564597,
4665,5752.0,,Interleuvenlaan,40.0,3001.0,Leuven,Vlaams-Brabant,,,,,"Interleuvenlaan,40.0,Vlaams-Brabant,Belgium",50.8507187,4.7303674,
4747,5841.0,,Van Immerseelstraat ,2.0,2018.0,Antwerpen,Antwerpen,,,,,"Van Immerseelstraat ,2.0,Antwerpen,Belgium",51.2118473,4.4233267,
4748,5842.0,,Hopland ,,2000.0,Antwerpen,Antwerpen,,,,,"Hopland ,,Antwerpen,Belgium",51.2167179,4.4112526,
4766,5864.0,,Kruisweg ,8.0,2040.0,Antwerpen,Antwerpen,,,,,"Kruisweg ,8.0,Antwerpen,Belgium",51.3170309,4.3353445,
4775,5875.0,,Mechelsesteenweg,203.0,2018.0,Antwerpen,Antwerpen,,,,,"Mechelsesteenweg,203.0,Antwerpen,Belgium",51.2055418,4.4102937,
4776,5876.0,,Mechelsesteenweg ,203.0,2018.0,Antwerpen,Antwerpen,,,,,"Mechelsesteenweg ,203.0,Antwerpen,Belgium",51.2055418,4.4102937,
4779,5879.0,,Koninginnelaan ,83.0,8400.0,Oostende,West-Vlaanderen,,,,,"Koninginnelaan ,83.0,West-Vlaanderen,Belgium",51.1857528,2.8137089,
4805,5910.0,,Lange Gasthuisstraat ,,2000.0,Antwerpen,Antwerpen,,,,,"Lange Gasthuisstraat ,,Antwerpen,Belgium",51.21458,4.4050147,
4843,5948.0,,Noorderlaan ,53.0,2030.0,Antwerpen,Antwerpen,,,,,"Noorderlaan ,53.0,Antwerpen,Belgium",51.2697864,4.3766281,
4851,5957.0,Appareil fixe-Vast apparaat,Kruisweg,8.0,2040.0,Antwerpen,Antwerpen,Hoofdkantoor - hall,Non-Nee,Non-Nee,07.30 - 18.00 hrs,"Kruisweg,8.0,Antwerpen,Belgium",51.3170309,4.3353445,
4912,6020.0,,Mechelsesteenweg ,,2018.0,Antwerpen,Antwerpen,,,,,"Mechelsesteenweg ,,Antwerpen,Belgium",51.2055418,4.4102937,
4919,6027.0,,Bouwensstraat ,37.0,2018.0,Antwerpen,Antwerpen,,,,,"Bouwensstraat ,37.0,Antwerpen,Belgium",51.2105635,4.4299843,
4925,6033.0,,Kolonel Begaultlaan ,15.0,3012.0,Wilsele,Vlaams-Brabant,,,,,"Kolonel Begaultlaan ,15.0,Vlaams-Brabant,Belgium",50.8958652,4.7062523,
4937,6045.0,,Brabantlaan ,1.0,3001.0,Leuven,Vlaams-Brabant,,,,,"Brabantlaan ,1.0,Vlaams-Brabant,Belgium",50.7505979,5.0922865,
4939,6047.0,,Brabantlaan ,1.0,3001.0,Leuven,Vlaams-Brabant,,,,,"Brabantlaan ,1.0,Vlaams-Brabant,Belgium",50.7505979,5.0922865,
4946,6054.0,,Oudaan ),15.0,2018.0,Antwerpen,Antwerpen,,,,,"Oudaan ),15.0,Antwerpen,Belgium",51.2158658,4.403616,
4961,6069.0,,Engelsewandeling ,,8500.0,Kortrijk,West-Vlaanderen,,,,,"Engelsewandeling ,,West-Vlaanderen,Belgium",50.8135279,3.2480254,
4978,6086.0,,Vital Decosterstraat,19.0,3000.0,Leuven,Vlaams-Brabant,,,,,"Vital Decosterstraat,19.0,Vlaams-Brabant,Belgium",50.8814806,4.7042981,
5006,6118.0,,Scheldelaan ,460.0,2040.0,Antwerpen,Antwerpen,,,,,"Scheldelaan ,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
5007,6119.0,,Scheldelaan ,460.0,2040.0,Antwerpen,Antwerpen,,,,,"Scheldelaan ,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
5008,6120.0,,Scheldelaan ,460.0,2040.0,Antwerpen,Antwerpen,,,,,"Scheldelaan ,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
5009,6121.0,,Scheldelaan ,460.0,2040.0,Antwerpen,Antwerpen,,,,,"Scheldelaan ,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
5010,6122.0,,Scheldelaan ,460.0,2040.0,Antwerpen,Antwerpen,,,,,"Scheldelaan ,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
5011,6123.0,,Scheldelaan ,460.0,2040.0,Antwerpen,Antwerpen,,,,,"Scheldelaan ,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
5012,6124.0,,Scheldelaan ,460.0,2040.0,Antwerpen,Antwerpen,,,,,"Scheldelaan ,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
5013,6125.0,,Scheldelaan ,460.0,2040.0,Antwerpen,Antwerpen,,,,,"Scheldelaan ,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
5014,6126.0,,Scheldelaan ,460.0,2040.0,Antwerpen,Antwerpen,,,,,"Scheldelaan ,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
5015,6127.0,,Scheldelaan ,460.0,2040.0,Antwerpen,Antwerpen,,,,,"Scheldelaan ,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
5016,6128.0,,Scheldelaan ,460.0,2040.0,Antwerpen,Antwerpen,,,,,"Scheldelaan ,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
5017,6129.0,,Scheldelaan ,460.0,2040.0,Antwerpen,Antwerpen,,,,,"Scheldelaan ,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
5018,6130.0,,Scheldelaan ,460.0,2040.0,Antwerpen,Antwerpen,,,,,"Scheldelaan ,460.0,Antwerpen,Belgium",51.2998941,4.3074336,
5128,6247.0,,Noorderlaan ,608.0,2030.0,Antwerpen,Antwerpen,,,,,"Noorderlaan ,608.0,Antwerpen,Belgium",51.2697864,4.3766281,
5134,6253.0,,Louis Melsensstraat,6.0,3000.0,Leuven,Vlaams-Brabant,,,,,"Louis Melsensstraat,6.0,Vlaams-Brabant,Belgium",50.8807233,4.709195,
5139,6259.0,,Vosseschijnstraat ,98.0,2030.0,Antwerpen,Antwerpen,,,,,"Vosseschijnstraat ,98.0,Antwerpen,Belgium",51.2609893,4.404359,
5149,6270.0,,Mellestraat ,,8501.0,Heule,West-Vlaanderen,,,,,"Mellestraat ,,West-Vlaanderen,Belgium",50.8594963,3.2236856,
5231,6360.0,,Meistraat ,5.0,2000.0,Antwerpen,Antwerpen,,,,,"Meistraat ,5.0,Antwerpen,Belgium",51.2155588,4.4105948,
5232,6361.0,,Lange Nieuwstraat ,101.0,2000.0,Antwerpen,Antwerpen,,,,,"Lange Nieuwstraat ,101.0,Antwerpen,Belgium",51.2195886,4.4104241,
5233,6362.0,,Noorderplaats),2.0,2000.0,Antwerpen,Antwerpen,,,,,"Noorderplaats),2.0,Antwerpen,Belgium",51.2944979,4.4421348,
5323,6467.0,,Brusselse Steenweg ),100.0,3000.0,Leuven,Vlaams-Brabant,,,,,"Brusselse Steenweg ),100.0,Vlaams-Brabant,Belgium",50.8815434,4.564597,
5324,6468.0,,Prof. Roger Van Overstraetenplein ,2.0,3000.0,Leuven,Vlaams-Brabant,,,,,"Prof. Roger Van Overstraetenplein ,2.0,Vlaams-Brabant,Belgium",50.8788821,4.7161013,
5388,6539.0,,Onze-Lieve-Vrouwstraat ,18.0,3000.0,Leuven,Vlaams-Brabant,,,,,"Onze-Lieve-Vrouwstraat ,18.0,Vlaams-Brabant,Belgium",50.8815434,4.564597,
5512,6677.0,,Arnould Nobelstraat),38.0,3000.0,Leuven,Vlaams-Brabant,,,,,"Arnould Nobelstraat),38.0,Vlaams-Brabant,Belgium",50.8775153,4.7134097,
5543,6719.0,,Schouwkensstraat ,10.0,2030.0,Antwerpen,Antwerpen,,,,,"Schouwkensstraat ,10.0,Antwerpen,Belgium",51.27199,4.388928,
5552,6731.0,,Oudaan ,5.0,2000.0,Antwerpen,Antwerpen,,,,,"Oudaan ,5.0,Antwerpen,Belgium",51.2158658,4.403616,
5557,6738.0,,prinsesstraat ,16.0,2000.0,Antwerpen,Antwerpen,,,,,"prinsesstraat ,16.0,Antwerpen,Belgium",51.2212877,4.4103138,
5730,6932.0,,SUDERMANSTRAAT ,5.0,2000.0,Antwerpen,Antwerpen,,,,,"SUDERMANSTRAAT ,5.0,Antwerpen,Belgium",51.2196399,4.4041918,
5836,7047.0,,INTERLEUVENLAAN,,3001.0,Heverlee,Vlaams-Brabant,,,,,"INTERLEUVENLAAN,,Vlaams-Brabant,Belgium",50.8507187,4.7303674,
5983,7211.0,,ROMEINSE STRAAT ,20.0,3001.0,Heverlee,Vlaams-Brabant,,,,,"ROMEINSE STRAAT ,20.0,Vlaams-Brabant,Belgium",50.846042,4.7373408,
5996,7224.0,,INTERLEUVENLAAN ,17.0,3001.0,Heverlee,Vlaams-Brabant,,,,,"INTERLEUVENLAAN ,17.0,Vlaams-Brabant,Belgium",50.8507187,4.7303674,
6123,7368.0,,COPERNICUSLAAN ,50.0,2018.0,Antwerpen,Antwerpen,,,,,"COPERNICUSLAAN ,50.0,Antwerpen,Belgium",51.2140158,4.42386,
6124,7369.0,,ANDREAS VESALIUSSTRAAT ,13.0,3000.0,Leuven,Vlaams-Brabant,,,,,"ANDREAS VESALIUSSTRAAT ,13.0,Vlaams-Brabant,Belgium",50.8739579,4.7061123,
6125,7370.0,,KASTEELPARK ARENBERG ,10.0,3001.0,Heverlee,Vlaams-Brabant,,,,,"KASTEELPARK ARENBERG ,10.0,Vlaams-Brabant,Belgium",50.8627361,4.6843705,
6126,7371.0,,CELESTIJNENLAAN ,200.0,3001.0,Heverlee,Vlaams-Brabant,,,,,"CELESTIJNENLAAN ,200.0,Vlaams-Brabant,Belgium",50.8678226,4.6782848,
6163,7412.0,,WELLINGTONSTRAAT,15.0,8400.0,Oostende,West-Vlaanderen,,,,,"WELLINGTONSTRAAT,15.0,West-Vlaanderen,Belgium",51.225631,2.9060637,
6182,7435.0,,KLEIN ZUIDLAND ,9.0,2030.0,Antwerpen,Antwerpen,,,,,"KLEIN ZUIDLAND ,9.0,Antwerpen,Belgium",51.2722981,4.372964,
6183,7436.0,,NOORDERLAAN ,121.0,2030.0,Antwerpen,Antwerpen,,,,,"NOORDERLAAN ,121.0,Antwerpen,Belgium",51.2697864,4.3766281,
6184,7437.0,,MOERSTRAAT ,3.0,2040.0,Antwerpen,Antwerpen,,,,,"MOERSTRAAT ,3.0,Antwerpen,Belgium",51.3023061,4.3402291,
6185,7438.0,,MALAGASTRAAT,14.0,2030.0,Antwerpen,Antwerpen,,,,,"MALAGASTRAAT,14.0,Antwerpen,Belgium",51.2619011,4.4036996,
6186,7439.0,,MALAGASTRAAT,14.0,2030.0,Antwerpen,Antwerpen,,,,,"MALAGASTRAAT,14.0,Antwerpen,Belgium",51.2619011,4.4036996,
6187,7440.0,,NOORDERLAAN ,614.0,2030.0,Antwerpen,Antwerpen,,,,,"NOORDERLAAN ,614.0,Antwerpen,Belgium",51.2697864,4.3766281,
6229,7484.0,,Groenenborgerlaan,171.0,2020.0,Antwerpen,Antwerpen,,,,,"Groenenborgerlaan,171.0,Antwerpen,Belgium",51.175984,4.4128605,
6230,7485.0,,Desguinlei ,25.0,2018.0,Antwerpen,Antwerpen,,,,,"Desguinlei ,25.0,Antwerpen,Belgium",51.194908,4.4044371,
6231,7486.0,,Jan Van Rijswijcklaan ,155.0,2018.0,Antwerpen,Antwerpen,,,,,"Jan Van Rijswijcklaan ,155.0,Antwerpen,Belgium",51.1911166,4.3982918,
6290,7549.0,,Oudeleeuwenrui,25.0,2000.0,Antwerpen,Antwerpen,,,,,"Oudeleeuwenrui,25.0,Antwerpen,Belgium",51.2269559,4.4088267,
6341,7608.0,,Beneluxpark ,22.0,8500.0,Kortrijk,West-Vlaanderen,,,,,"Beneluxpark ,22.0,West-Vlaanderen,Belgium",50.7999855,3.2794026,
6344,7611.0,,Kammenstr. ,81.0,2000.0,Antwerpen,Antwerpen,,,,,"Kammenstr. ,81.0,Antwerpen,Belgium",51.2171349,4.4007885,
6431,7709.0,,Remyln ,4.0,3018.0,WijgmaalBt.),Vlaams-Brabant,,,,,"Remyln ,4.0,Vlaams-Brabant,Belgium",50.9234908,4.7032502,
6445,7727.0,,Noorderln ,139.0,2030.0,Antwerpen,Antwerpen,,,,,"Noorderln ,139.0,Antwerpen,Belgium",51.26415490000001,4.4016149,
6459,7743.0,,Kleine Kauwenberg ,14.0,2000.0,Antwerpen,Antwerpen,,,,,"Kleine Kauwenberg ,14.0,Antwerpen,Belgium",51.2240922,4.4119762,
6552,7837.0,,Oudaan,5.0,2000.0,Antwerpen,Antwerpen,,,,,"Oudaan,5.0,Antwerpen,Belgium",51.2158658,4.403616,
6553,7838.0,,Noorderlaan ,500.0,2030.0,Antwerpen,Antwerpen,,,,,"Noorderlaan ,500.0,Antwerpen,Belgium",51.2697864,4.3766281,
6554,7839.0,,Noorderlaan,500.0,2030.0,Antwerpen,Antwerpen,,,,,"Noorderlaan,500.0,Antwerpen,Belgium",51.2697864,4.3766281,
6555,7840.0,,Noorderlaan ,500.0,2030.0,Antwerpen,Antwerpen,,,,,"Noorderlaan ,500.0,Antwerpen,Belgium",51.2697864,4.3766281,
6556,7841.0,,Noorderlaan ,500.0,2030.0,Antwerpen,Antwerpen,,,,,"Noorderlaan ,500.0,Antwerpen,Belgium",51.2697864,4.3766281,
6557,7842.0,,Schomhoeveweg,1.0,2030.0,Antwerpen,Antwerpen,,,,,"Schomhoeveweg,1.0,Antwerpen,Belgium",51.2703296,4.3959111,
6586,7877.0,,Kapeldreef 75 ,75.0,3001.0,Heverlee,Vlaams-Brabant,,,,,"Kapeldreef 75 ,75.0,Vlaams-Brabant,Belgium",50.8655626,4.6765833,
6644,7943.0,,Ambachtenlaan ,22.0,3001.0,Heverlee,Vlaams-Brabant,,,,,"Ambachtenlaan ,22.0,Vlaams-Brabant,Belgium",50.848691,4.7182558,
6714,8024.0,,Kruisweg,5.0,2040.0,Antwerpen,Antwerpen,,,,,"Kruisweg,5.0,Antwerpen,Belgium",51.3170309,4.3353445,
6716,8026.0,,Noorderlaan,,2030.0,Antwerpen,Antwerpen,,,,,"Noorderlaan,,Antwerpen,Belgium",51.2697864,4.3766281,
6717,8027.0,,Antwerpse Baan ,46.0,2040.0,Antwerpen,Antwerpen,,,,,"Antwerpse Baan ,46.0,Antwerpen,Belgium",51.3420802,4.3216766,
6719,8030.0,,Mercatorlaan,15.0,8400.0,Oostende,West-Vlaanderen,,,,,"Mercatorlaan,15.0,West-Vlaanderen,Belgium",51.2232606,2.9192351,
6720,8031.0,,Londenstr. ,5.0,8400.0,Oostende,West-Vlaanderen,,,,,"Londenstr. ,5.0,West-Vlaanderen,Belgium",51.1506353,3.2834384,
6773,8092.0,,De Keyserlei ,,2018.0,Antwerpen,Antwerpen,,,,,"De Keyserlei ,,Antwerpen,Belgium",51.217589,4.41777,
6788,8107.0,,Sleuyter Arena Northlaan ,13.0,8400.0,OOSTENDE,West-Vlaanderen,,,,,"Sleuyter Arena Northlaan ,13.0,West-Vlaanderen,Belgium",51.2172699,2.8886811,
6817,8136.0,,Waalse Kaai ,,2000.0,Antwerpen,Antwerpen,,,,,"Waalse Kaai ,,Antwerpen,Belgium",51.2098583,4.3889581,
6819,8138.0,,Doornikserijksweg ,134.0,8510.0,Bellegem,West-Vlaanderen,,,,,"Doornikserijksweg ,134.0,West-Vlaanderen,Belgium",50.7619533,3.3106832,
